Time [s],Packet ID,MOSI,MISO
0.006140750000000,39,0x00,0x00
0.006199750000000,40,0x24,0x8E
0.006253375000000,40,0xC7,0x00
0.006301625000000,40,0x96,0x00
0.006356250000000,40,0x82,0x00
0.006404500000000,40,0x1B,0x00
0.006463375000000,41,0x24,0x8E
0.006517000000000,41,0xC1,0x00
0.006565250000000,41,0x96,0x00
0.006619875000000,41,0x82,0x00
0.006668125000000,41,0x1B,0x00
0.006725125000000,42,0x07,0x8E
0.006770500000000,42,0x00,0x8E
0.006817750000000,43,0x50,0x8E
0.006866000000000,43,0x53,0x00
0.006916125000000,44,0x20,0x0E
0.006964375000000,44,0x0A,0x00
0.007014125000000,45,0xE1,0x0E
0.007061375000000,46,0x00,0x0E
0.007108250000000,47,0x27,0x0E
0.007156500000000,47,0x7F,0x00
0.007217375000000,48,0x2A,0x0E
0.007271500000000,48,0x29,0x00
0.007323625000000,48,0xEF,0x00
0.007375750000000,48,0xA1,0x00
0.007427875000000,48,0x11,0x00
0.007480000000000,48,0xC1,0x00
0.007534125000000,49,0x30,0x0E
0.007588250000000,49,0x29,0x00
0.007640375000000,49,0xEF,0x00
0.007692500000000,49,0xA1,0x00
0.007744750000000,49,0x11,0x00
0.007796875000000,49,0xC1,0x00
0.298377375000000,50,0x25,0x0E
0.298437250000000,50,0x3C,0x00
0.299429875000000,51,0x2A,0x0E
0.299484000000000,51,0x65,0x00
0.299547875000000,51,0x65,0x00
0.299600000000000,51,0x65,0x00
0.299663875000000,51,0x65,0x00
0.299716000000000,51,0x65,0x00
0.299782250000000,52,0x30,0x0E
0.299836375000000,52,0x65,0x00
0.299900250000000,52,0x65,0x00
0.299952375000000,52,0x65,0x00
0.300016125000000,52,0x65,0x00
0.300068375000000,52,0x65,0x00
0.306382250000000,53,0x27,0x0E
0.306430500000000,53,0x7F,0x00
0.306503125000000,54,0xE1,0x0E
0.306550375000000,55,0x00,0x0E
0.306596750000000,56,0xA0,0x0E
0.306662500000000,56,0x29,0x00
0.306714625000000,56,0xEF,0x00
0.306779000000000,56,0xA1,0x00
0.306831125000000,56,0x11,0x00
0.306895000000000,56,0x56,0x00
0.306947125000000,56,0xAA,0x00
0.307010875000000,56,0x40,0x00
0.307063125000000,56,0x00,0x00
0.307126875000000,56,0xF5,0x00
0.307181000000000,57,0x20,0x0E
0.307229250000000,57,0x0A,0x00
0.314469500000000,58,0x27,0x2E
0.314529500000000,58,0x7F,0x00
0.314590375000000,59,0xE1,0x0E
0.314649375000000,60,0x00,0x0E
0.314695625000000,61,0xA0,0x0E
0.314761875000000,61,0x29,0x00
0.314814000000000,61,0xEF,0x00
0.314877875000000,61,0xA1,0x00
0.314930000000000,61,0x11,0x00
0.314993875000000,61,0x56,0x00
0.315046000000000,61,0xAA,0x00
0.315098125000000,61,0x40,0x00
0.315162000000000,61,0x00,0x00
0.315214125000000,61,0xF5,0x00
0.315280375000000,62,0x20,0x0E
0.315328625000000,62,0x0A,0x00
0.322578250000000,63,0x27,0x2E
0.322638250000000,63,0x7F,0x00
0.322699125000000,64,0xE1,0x0E
0.322758625000000,65,0x00,0x0E
0.322804875000000,66,0xA0,0x0E
0.322870625000000,66,0x29,0x00
0.322922875000000,66,0xEF,0x00
0.322986625000000,66,0xA1,0x00
0.323038750000000,66,0x11,0x00
0.323102625000000,66,0x56,0x00
0.323154750000000,66,0xAA,0x00
0.323207000000000,66,0x40,0x00
0.323271250000000,66,0x00,0x00
0.323323375000000,66,0xF5,0x00
0.323389250000000,67,0x20,0x0E
0.323437500000000,67,0x0A,0x00
0.330687125000000,68,0x27,0x2E
0.330747625000000,68,0x7F,0x00
0.330808500000000,69,0xE1,0x0E
0.330867500000000,70,0x00,0x0E
0.330913750000000,71,0xA0,0x0E
0.330979500000000,71,0x29,0x00
0.331031750000000,71,0xEF,0x00
0.331095500000000,71,0xA1,0x00
0.331147625000000,71,0x11,0x00
0.331212000000000,71,0x56,0x00
0.331264125000000,71,0xAA,0x00
0.331316250000000,71,0x40,0x00
0.331380125000000,71,0x00,0x00
0.331432250000000,71,0xF5,0x00
0.331498125000000,72,0x20,0x0E
0.331546375000000,72,0x0A,0x00
0.338796500000000,73,0x27,0x2E
0.338856500000000,73,0x7F,0x00
0.338917375000000,74,0xE1,0x0E
0.338976375000000,75,0x00,0x0E
0.339022625000000,76,0xA0,0x0E
0.339088500000000,76,0x29,0x00
0.339140625000000,76,0xEF,0x00
0.339204875000000,76,0xA1,0x00
0.339257125000000,76,0x11,0x00
0.339320875000000,76,0x56,0x00
0.339373000000000,76,0xAA,0x00
0.339425250000000,76,0x40,0x00
0.339489000000000,76,0x00,0x00
0.339541250000000,76,0xF5,0x00
0.339607000000000,77,0x20,0x0E
0.339655250000000,77,0x0A,0x00
0.346905000000000,78,0x27,0x0E
0.346964875000000,78,0x7F,0x00
0.347025875000000,79,0xE1,0x0E
0.347084750000000,80,0x00,0x0E
0.347131125000000,81,0xA0,0x0E
0.347197375000000,81,0x29,0x00
0.347249500000000,81,0xEF,0x00
0.347313375000000,81,0xA1,0x00
0.347365500000000,81,0x11,0x00
0.347429375000000,81,0x56,0x00
0.347481500000000,81,0xAA,0x00
0.347533625000000,81,0x40,0x00
0.347597500000000,81,0x00,0x00
0.347649625000000,81,0xF5,0x00
0.347715875000000,82,0x20,0x0E
0.347764125000000,82,0x0A,0x00
0.355012500000000,83,0x27,0x1E
0.355071000000000,83,0x7F,0x00
0.355131875000000,84,0xE1,0x0E
0.355189375000000,85,0x00,0x0E
0.355235625000000,86,0xA0,0x0E
0.355300000000000,86,0x29,0x00
0.355352125000000,86,0xEF,0x00
0.355414500000000,86,0xA1,0x00
0.355466625000000,86,0x11,0x00
0.355529000000000,86,0x56,0x00
0.355581250000000,86,0xAA,0x00
0.355633375000000,86,0x40,0x00
0.355695750000000,86,0x00,0x00
0.355747875000000,86,0xF5,0x00
0.355812250000000,87,0x20,0x0E
0.355860375000000,87,0x0A,0x00
0.363121500000000,88,0x27,0x0E
0.363180000000000,88,0x7F,0x00
0.363241000000000,89,0xE1,0x0E
0.363298500000000,90,0x00,0x0E
0.363344750000000,91,0xA0,0x0E
0.363409125000000,91,0x29,0x00
0.363461250000000,91,0xEF,0x00
0.363523625000000,91,0xA1,0x00
0.363575750000000,91,0x11,0x00
0.363638125000000,91,0x56,0x00
0.363690250000000,91,0xAA,0x00
0.363742500000000,91,0x40,0x00
0.363804875000000,91,0x00,0x00
0.363857000000000,91,0xF5,0x00
0.363921250000000,92,0x20,0x0E
0.363969500000000,92,0x0A,0x00
0.371230750000000,93,0x27,0x1E
0.371289125000000,93,0x7F,0x00
0.371350125000000,94,0xE1,0x0E
0.371407625000000,95,0x00,0x0E
0.371453875000000,96,0xA0,0x0E
0.371518250000000,96,0x29,0x00
0.371570375000000,96,0xEF,0x00
0.371632750000000,96,0xA1,0x00
0.371684875000000,96,0x11,0x00
0.371747250000000,96,0x56,0x00
0.371799375000000,96,0xAA,0x00
0.371851625000000,96,0x40,0x00
0.371914000000000,96,0x00,0x00
0.371966125000000,96,0xF5,0x00
0.372030375000000,97,0x20,0x0E
0.372078625000000,97,0x0A,0x00
0.379339750000000,98,0x27,0x0E
0.379398250000000,98,0x7F,0x00
0.379459250000000,99,0xE1,0x0E
0.379516750000000,100,0x00,0x0E
0.379563000000000,101,0xA0,0x0E
0.379627375000000,101,0x29,0x00
0.379679500000000,101,0xEF,0x00
0.379741875000000,101,0xA1,0x00
0.379794000000000,101,0x11,0x00
0.379856375000000,101,0x56,0x00
0.379908500000000,101,0xAA,0x00
0.379960625000000,101,0x40,0x00
0.380023125000000,101,0x00,0x00
0.380075250000000,101,0xF5,0x00
0.380139500000000,102,0x20,0x0E
0.380187750000000,102,0x0A,0x00
0.387448875000000,103,0x27,0x1E
0.387507375000000,103,0x7F,0x00
0.387568375000000,104,0xE1,0x0E
0.387625875000000,105,0x00,0x0E
0.387672125000000,106,0xA0,0x0E
0.387736500000000,106,0x29,0x00
0.387788625000000,106,0xEF,0x00
0.387851000000000,106,0xA1,0x00
0.387903125000000,106,0x11,0x00
0.387965500000000,106,0x56,0x00
0.388017625000000,106,0xAA,0x00
0.388069750000000,106,0x40,0x00
0.388132125000000,106,0x00,0x00
0.388184375000000,106,0xF5,0x00
0.388248625000000,107,0x20,0x0E
0.388296875000000,107,0x0A,0x00
0.399051125000000,108,0x27,0x0E
0.399109625000000,108,0x7F,0x00
0.399170500000000,109,0xE1,0x0E
0.399228000000000,110,0x00,0x0E
0.399274375000000,111,0xA0,0x0E
0.399338625000000,111,0x29,0x00
0.399390750000000,111,0xEF,0x00
0.399453125000000,111,0xA1,0x00
0.399505375000000,111,0x11,0x00
0.399567750000000,111,0x56,0x00
0.399619875000000,111,0xAA,0x00
0.399672000000000,111,0x40,0x00
0.399734375000000,111,0x00,0x00
0.399786500000000,111,0xF5,0x00
0.399850875000000,112,0x20,0x0E
0.399899125000000,112,0x0A,0x00
0.407160250000000,113,0x27,0x1E
0.407218750000000,113,0x7F,0x00
0.407279750000000,114,0xE1,0x0E
0.407337250000000,115,0x00,0x0E
0.407383500000000,116,0xA0,0x0E
0.407447875000000,116,0x29,0x00
0.407500000000000,116,0xEF,0x00
0.407562375000000,116,0xA1,0x00
0.407614500000000,116,0x11,0x00
0.407676875000000,116,0x56,0x00
0.407729000000000,116,0xAA,0x00
0.407781125000000,116,0x40,0x00
0.407843500000000,116,0x00,0x00
0.407895750000000,116,0xF5,0x00
0.407960000000000,117,0x20,0x0E
0.408008250000000,117,0x0A,0x00
0.415269500000000,118,0x27,0x0E
0.415328000000000,118,0x7F,0x00
0.415388875000000,119,0xE1,0x0E
0.415446375000000,120,0x00,0x0E
0.415492625000000,121,0xA0,0x0E
0.415557000000000,121,0x29,0x00
0.415609125000000,121,0xEF,0x00
0.415671500000000,121,0xA1,0x00
0.415723625000000,121,0x11,0x00
0.415786000000000,121,0x56,0x00
0.415838250000000,121,0xAA,0x00
0.415890375000000,121,0x40,0x00
0.415952750000000,121,0x00,0x00
0.416004875000000,121,0xF5,0x00
0.416069250000000,122,0x20,0x0E
0.416117500000000,122,0x0A,0x00
0.423378625000000,123,0x27,0x1E
0.423437125000000,123,0x7F,0x00
0.423498000000000,124,0xE1,0x0E
0.423555500000000,125,0x00,0x0E
0.423601750000000,126,0xA0,0x0E
0.423666125000000,126,0x29,0x00
0.423718250000000,126,0xEF,0x00
0.423780625000000,126,0xA1,0x00
0.423832750000000,126,0x11,0x00
0.423895250000000,126,0x56,0x00
0.423947375000000,126,0xAA,0x00
0.423999500000000,126,0x40,0x00
0.424061875000000,126,0x00,0x00
0.424114000000000,126,0xF5,0x00
0.424178375000000,127,0x20,0x0E
0.424226625000000,127,0x0A,0x00
0.431487625000000,128,0x27,0x0E
0.431546125000000,128,0x7F,0x00
0.431607000000000,129,0xE1,0x0E
0.431664500000000,130,0x00,0x0E
0.431710750000000,131,0xA0,0x0E
0.431775125000000,131,0x29,0x00
0.431827250000000,131,0xEF,0x00
0.431889625000000,131,0xA1,0x00
0.431941750000000,131,0x11,0x00
0.432004125000000,131,0x56,0x00
0.432056375000000,131,0xAA,0x00
0.432108500000000,131,0x40,0x00
0.432170875000000,131,0x00,0x00
0.432223000000000,131,0xF5,0x00
0.432287375000000,132,0x20,0x0E
0.432335625000000,132,0x0A,0x00
0.439596750000000,133,0x27,0x1E
0.439655250000000,133,0x7F,0x00
0.439716125000000,134,0xE1,0x0E
0.439773625000000,135,0x00,0x0E
0.439820000000000,136,0xA0,0x0E
0.439884250000000,136,0x29,0x00
0.439936500000000,136,0xEF,0x00
0.439998875000000,136,0xA1,0x00
0.440051000000000,136,0x11,0x00
0.440113375000000,136,0x56,0x00
0.440165500000000,136,0xAA,0x00
0.440217625000000,136,0x40,0x00
0.440280000000000,136,0x00,0x00
0.440332125000000,136,0xF5,0x00
0.440396500000000,137,0x20,0x0E
0.440444750000000,137,0x0A,0x00
0.447706000000000,138,0x27,0x0E
0.447764375000000,138,0x7F,0x00
0.447825375000000,139,0xE1,0x0E
0.447882875000000,140,0x00,0x0E
0.447929125000000,141,0xA0,0x0E
0.447993500000000,141,0x29,0x00
0.448045625000000,141,0xEF,0x00
0.448108000000000,141,0xA1,0x00
0.448160125000000,141,0x11,0x00
0.448222500000000,141,0x56,0x00
0.448274625000000,141,0xAA,0x00
0.448326875000000,141,0x40,0x00
0.448389250000000,141,0x00,0x00
0.448441375000000,141,0xF5,0x00
0.448505750000000,142,0x20,0x0E
0.448553875000000,142,0x0A,0x00
0.455815125000000,143,0x27,0x1E
0.455873625000000,143,0x7F,0x00
0.455934625000000,144,0xE1,0x0E
0.455992125000000,145,0x00,0x0E
0.456038375000000,146,0xA0,0x0E
0.456102750000000,146,0x29,0x00
0.456154875000000,146,0xEF,0x00
0.456217250000000,146,0xA1,0x00
0.456269375000000,146,0x11,0x00
0.456331750000000,146,0x56,0x00
0.456383875000000,146,0xAA,0x00
0.456436125000000,146,0x40,0x00
0.456498500000000,146,0x00,0x00
0.456550625000000,146,0xF5,0x00
0.456615000000000,147,0x20,0x0E
0.456663250000000,147,0x0A,0x00
0.463924500000000,148,0x27,0x0E
0.463983000000000,148,0x7F,0x00
0.464044000000000,149,0xE1,0x0E
0.464101500000000,150,0x00,0x0E
0.464147750000000,151,0xA0,0x0E
0.464212125000000,151,0x29,0x00
0.464264250000000,151,0xEF,0x00
0.464326625000000,151,0xA1,0x00
0.464378750000000,151,0x11,0x00
0.464441125000000,151,0x56,0x00
0.464493250000000,151,0xAA,0x00
0.464545500000000,151,0x40,0x00
0.464607875000000,151,0x00,0x00
0.464660000000000,151,0xF5,0x00
0.464724250000000,152,0x20,0x0E
0.464772625000000,152,0x0A,0x00
0.472033875000000,153,0x27,0x1E
0.472092375000000,153,0x7F,0x00
0.472153250000000,154,0xE1,0x0E
0.472210750000000,155,0x00,0x0E
0.472257000000000,156,0xA0,0x0E
0.472321375000000,156,0x29,0x00
0.472373500000000,156,0xEF,0x00
0.472435875000000,156,0xA1,0x00
0.472488125000000,156,0x11,0x00
0.472550500000000,156,0x56,0x00
0.472602625000000,156,0xAA,0x00
0.472654750000000,156,0x40,0x00
0.472717125000000,156,0x00,0x00
0.472769250000000,156,0xF5,0x00
0.472833625000000,157,0x20,0x0E
0.472881875000000,157,0x0A,0x00
0.480143000000000,158,0x27,0x0E
0.480201500000000,158,0x7F,0x00
0.480262500000000,159,0xE1,0x0E
0.480320000000000,160,0x00,0x0E
0.480366250000000,161,0xA0,0x0E
0.480430625000000,161,0x29,0x00
0.480482750000000,161,0xEF,0x00
0.480545125000000,161,0xA1,0x00
0.480597250000000,161,0x11,0x00
0.480659625000000,161,0x56,0x00
0.480711750000000,161,0xAA,0x00
0.480764000000000,161,0x40,0x00
0.480826375000000,161,0x00,0x00
0.480878500000000,161,0xF5,0x00
0.480942750000000,162,0x20,0x0E
0.480991000000000,162,0x0A,0x00
0.491870375000000,163,0x27,0x1E
0.491928750000000,163,0x7F,0x00
0.491989750000000,164,0xE1,0x0E
0.492047250000000,165,0x00,0x0E
0.492093500000000,166,0xA0,0x0E
0.492157875000000,166,0x29,0x00
0.492210000000000,166,0xEF,0x00
0.492272375000000,166,0xA1,0x00
0.492324500000000,166,0x11,0x00
0.492386875000000,166,0x56,0x00
0.492439000000000,166,0xAA,0x00
0.492491250000000,166,0x40,0x00
0.492553625000000,166,0x00,0x00
0.492605750000000,166,0xF5,0x00
0.492670125000000,167,0x20,0x0E
0.492718375000000,167,0x0A,0x00
0.499979625000000,168,0x27,0x0E
0.500038125000000,168,0x7F,0x00
0.500099125000000,169,0xE1,0x0E
0.500156625000000,170,0x00,0x0E
0.500202875000000,171,0xA0,0x0E
0.500267250000000,171,0x29,0x00
0.500319375000000,171,0xEF,0x00
0.500381750000000,171,0xA1,0x00
0.500433875000000,171,0x11,0x00
0.500496250000000,171,0x56,0x00
0.500548500000000,171,0xAA,0x00
0.500600625000000,171,0x40,0x00
0.500663000000000,171,0x00,0x00
0.500715125000000,171,0xF5,0x00
0.500779500000000,172,0x20,0x0E
0.500827750000000,172,0x0A,0x00
0.508089000000000,173,0x27,0x1E
0.508147500000000,173,0x7F,0x00
0.508208375000000,174,0xE1,0x0E
0.508266000000000,175,0x00,0x0E
0.508312250000000,176,0xA0,0x0E
0.508376625000000,176,0x29,0x00
0.508428750000000,176,0xEF,0x00
0.508491125000000,176,0xA1,0x00
0.508543250000000,176,0x11,0x00
0.508605625000000,176,0x56,0x00
0.508657750000000,176,0xAA,0x00
0.508709875000000,176,0x40,0x00
0.508772250000000,176,0x00,0x00
0.508824500000000,176,0xF5,0x00
0.508888750000000,177,0x20,0x0E
0.508937000000000,177,0x0A,0x00
0.516198375000000,178,0x27,0x0E
0.516256875000000,178,0x7F,0x00
0.516317750000000,179,0xE1,0x0E
0.516375250000000,180,0x00,0x0E
0.516421500000000,181,0xA0,0x0E
0.516485875000000,181,0x29,0x00
0.516538000000000,181,0xEF,0x00
0.516600375000000,181,0xA1,0x00
0.516652625000000,181,0x11,0x00
0.516715000000000,181,0x56,0x00
0.516767125000000,181,0xAA,0x00
0.516819250000000,181,0x40,0x00
0.516881625000000,181,0x00,0x00
0.516933750000000,181,0xF5,0x00
0.516998125000000,182,0x20,0x0E
0.517046375000000,182,0x0A,0x00
0.524307875000000,183,0x27,0x1E
0.524366250000000,183,0x7F,0x00
0.524427250000000,184,0xE1,0x0E
0.524484750000000,185,0x00,0x0E
0.524531000000000,186,0xA0,0x0E
0.524595375000000,186,0x29,0x00
0.524647500000000,186,0xEF,0x00
0.524709875000000,186,0xA1,0x00
0.524762000000000,186,0x11,0x00
0.524824375000000,186,0x56,0x00
0.524876625000000,186,0xAA,0x00
0.524928750000000,186,0x40,0x00
0.524991125000000,186,0x00,0x00
0.525043250000000,186,0xF5,0x00
0.525107625000000,187,0x20,0x0E
0.525155875000000,187,0x0A,0x00
0.532417250000000,188,0x27,0x0E
0.532475750000000,188,0x7F,0x00
0.532536625000000,189,0xE1,0x0E
0.532594125000000,190,0x00,0x0E
0.532640500000000,191,0xA0,0x0E
0.532704750000000,191,0x29,0x00
0.532756875000000,191,0xEF,0x00
0.532819250000000,191,0xA1,0x00
0.532871500000000,191,0x11,0x00
0.532933875000000,191,0x56,0x00
0.532986000000000,191,0xAA,0x00
0.533038125000000,191,0x40,0x00
0.533100500000000,191,0x00,0x00
0.533152625000000,191,0xF5,0x00
0.533217000000000,192,0x20,0x0E
0.533265250000000,192,0x0A,0x00
0.540526750000000,193,0x27,0x1E
0.540585250000000,193,0x7F,0x00
0.540646250000000,194,0xE1,0x0E
0.540703750000000,195,0x00,0x0E
0.540750000000000,196,0xA0,0x0E
0.540814375000000,196,0x29,0x00
0.540866500000000,196,0xEF,0x00
0.540928875000000,196,0xA1,0x00
0.540981000000000,196,0x11,0x00
0.541043375000000,196,0x56,0x00
0.541095500000000,196,0xAA,0x00
0.541147750000000,196,0x40,0x00
0.541210125000000,196,0x00,0x00
0.541262250000000,196,0xF5,0x00
0.541326625000000,197,0x20,0x0E
0.541374875000000,197,0x0A,0x00
0.548637875000000,198,0x27,0x0E
0.548697875000000,198,0x7F,0x00
0.548758750000000,199,0xE1,0x0E
0.548818250000000,200,0x00,0x0E
0.548864500000000,201,0xA0,0x0E
0.548930250000000,201,0x29,0x00
0.548982500000000,201,0xEF,0x00
0.549046250000000,201,0xA1,0x00
0.549098500000000,201,0x11,0x00
0.549162250000000,201,0x56,0x00
0.549214500000000,201,0xAA,0x00
0.549266625000000,201,0x40,0x00
0.549330875000000,201,0x00,0x00
0.549383125000000,201,0xF5,0x00
0.549448875000000,202,0x20,0x0E
0.549497125000000,202,0x0A,0x00
0.556747375000000,203,0x27,0x1E
0.556807750000000,203,0x7F,0x00
0.556868625000000,204,0xE1,0x0E
0.556927625000000,205,0x00,0x0E
0.556974000000000,206,0xA0,0x0E
0.557039750000000,206,0x29,0x00
0.557091875000000,206,0xEF,0x00
0.557155750000000,206,0xA1,0x00
0.557207875000000,206,0x11,0x00
0.557272250000000,206,0x56,0x00
0.557324375000000,206,0xAA,0x00
0.557376500000000,206,0x40,0x00
0.557440375000000,206,0x00,0x00
0.557492500000000,206,0xF5,0x00
0.557558250000000,207,0x20,0x0E
0.557606500000000,207,0x0A,0x00
0.564857250000000,208,0x27,0x0E
0.564917250000000,208,0x7F,0x00
0.564978125000000,209,0xE1,0x0E
0.565037125000000,210,0x00,0x0E
0.565083500000000,211,0xA0,0x0E
0.565149250000000,211,0x29,0x00
0.565201375000000,211,0xEF,0x00
0.565265750000000,211,0xA1,0x00
0.565317875000000,211,0x11,0x00
0.565381750000000,211,0x56,0x00
0.565433875000000,211,0xAA,0x00
0.565486000000000,211,0x40,0x00
0.565549875000000,211,0x00,0x00
0.565602000000000,211,0xF5,0x00
0.565667875000000,212,0x20,0x0E
0.565716125000000,212,0x0A,0x00
0.572966375000000,213,0x27,0x1E
0.573026375000000,213,0x7F,0x00
0.573087250000000,214,0xE1,0x0E
0.573146250000000,215,0x00,0x0E
0.573192500000000,216,0xA0,0x0E
0.573258750000000,216,0x29,0x00
0.573310875000000,216,0xEF,0x00
0.573374750000000,216,0xA1,0x00
0.573426875000000,216,0x11,0x00
0.573490750000000,216,0x56,0x00
0.573542875000000,216,0xAA,0x00
0.573595125000000,216,0x40,0x00
0.573658875000000,216,0x00,0x00
0.573711125000000,216,0xF5,0x00
0.573777375000000,217,0x20,0x0E
0.573825625000000,217,0x0A,0x00
0.584693750000000,218,0x27,0x0E
0.584754250000000,218,0x7F,0x00
0.584815125000000,219,0xE1,0x0E
0.584874125000000,220,0x00,0x0E
0.584920375000000,221,0xA0,0x0E
0.584986250000000,221,0x29,0x00
0.585038375000000,221,0xEF,0x00
0.585102250000000,221,0xA1,0x00
0.585154375000000,221,0x11,0x00
0.585218625000000,221,0x56,0x00
0.585270875000000,221,0xAA,0x00
0.585323000000000,221,0x40,0x00
0.585386875000000,221,0x00,0x00
0.585439000000000,221,0xF5,0x00
0.585504750000000,222,0x20,0x0E
0.585553000000000,222,0x0A,0x00
0.592803625000000,223,0x27,0x1E
0.592863625000000,223,0x7F,0x00
0.592924500000000,224,0xE1,0x0E
0.592983500000000,225,0x00,0x0E
0.593029875000000,226,0xA0,0x0E
0.593095625000000,226,0x29,0x00
0.593147750000000,226,0xEF,0x00
0.593212125000000,226,0xA1,0x00
0.593264250000000,226,0x11,0x00
0.593328125000000,226,0x56,0x00
0.593380250000000,226,0xAA,0x00
0.593432375000000,226,0x40,0x00
0.593496250000000,226,0x00,0x00
0.593548375000000,226,0xF5,0x00
0.593614125000000,227,0x20,0x0E
0.593662375000000,227,0x0A,0x00
0.600912750000000,228,0x27,0x0E
0.600972625000000,228,0x7F,0x00
0.601033625000000,229,0xE1,0x0E
0.601092500000000,230,0x00,0x0E
0.601138875000000,231,0xA0,0x0E
0.601205125000000,231,0x29,0x00
0.601257250000000,231,0xEF,0x00
0.601321125000000,231,0xA1,0x00
0.601373250000000,231,0x11,0x00
0.601437125000000,231,0x56,0x00
0.601489250000000,231,0xAA,0x00
0.601541375000000,231,0x40,0x00
0.601605250000000,231,0x00,0x00
0.601657375000000,231,0xF5,0x00
0.601733000000000,232,0x20,0x0E
0.601781250000000,232,0x0A,0x00
0.609020750000000,233,0x27,0x1E
0.609079250000000,233,0x7F,0x00
0.609140250000000,234,0xE1,0x0E
0.609197750000000,235,0x00,0x0E
0.609244000000000,236,0xA0,0x0E
0.609308375000000,236,0x29,0x00
0.609360500000000,236,0xEF,0x00
0.609422875000000,236,0xA1,0x00
